Number,Title_URL,Title,Author,minirating
182,https://www.goodreads.com/book/show/2248573.Brisingr,"Brisingr (The Inheritance Cycle, #3)",Christopher Paolini," 4.05 avg rating — 310,519 ratings"
183,https://www.goodreads.com/book/show/8913370-fingersmith,Fingersmith,Sarah Waters,"really liked it
 4.00 avg rating — 85,025 ratings"
183,https://www.goodreads.com/book/show/297792.The_Slippery_Slope,"The Slippery Slope (A Series of Unfortunate Events, #10)",Lemony Snicket," 4.02 avg rating — 107,495 ratings"
185,https://www.goodreads.com/book/show/85301.Unaccustomed_Earth,Unaccustomed Earth,Jhumpa Lahiri," 4.09 avg rating — 85,470 ratings"
186,https://www.goodreads.com/book/show/366522.P_S_I_Love_You,"P.S. I Love You (P.S. I Love You, #1)",Cecelia Ahern," 4.02 avg rating — 342,891 ratings"
187,https://www.goodreads.com/book/show/46777.Tithe,"Tithe (Modern Faerie Tales, #1)",Holly Black," 3.72 avg rating — 82,294 ratings"
188,https://www.goodreads.com/book/show/47212.Storm_Front,"Storm Front (The Dresden Files, #1)",Jim Butcher," 3.99 avg rating — 302,616 ratings"
189,https://www.goodreads.com/book/show/3228917-outliers,Outliers: The Story of Success,Malcolm Gladwell," 4.17 avg rating — 580,096 ratings"
190,https://www.goodreads.com/book/show/29059.Choke,Choke,Chuck Palahniuk," 3.69 avg rating — 189,099 ratings"
191,https://www.goodreads.com/book/show/51738.Just_Listen,Just Listen,Sarah Dessen," 4.05 avg rating — 235,363 ratings"
192,https://www.goodreads.com/book/show/438492.The_Wide_Window,"The Wide Window (A Series of Unfortunate Events, #3)",Lemony Snicket," 3.93 avg rating — 163,767 ratings"
193,https://www.goodreads.com/book/show/42899.Dark_Lover,"Dark Lover (Black Dagger Brotherhood, #1)",J.R. Ward," 4.18 avg rating — 295,486 ratings"
194,https://www.goodreads.com/book/show/71811.Moon_Called,"Moon Called (Mercy Thompson, #1)",Patricia Briggs," 4.14 avg rating — 181,773 ratings"
195,https://www.goodreads.com/book/show/6320534-under-the-dome,Under the Dome,Stephen King," 3.91 avg rating — 263,046 ratings"
196,https://www.goodreads.com/book/show/23316548-the-book-of-negroes,The Book of Negroes,Lawrence Hill," 4.44 avg rating — 75,841 ratings"
197,https://www.goodreads.com/book/show/10965.A_Breath_of_Snow_and_Ashes,"A Breath of Snow and Ashes (Outlander, #6)",Diana Gabaldon," 4.43 avg rating — 143,072 ratings"
198,https://www.goodreads.com/book/show/703.The_Plot_Against_America,The Plot Against America,Philip Roth," 3.77 avg rating — 51,681 ratings"
198,https://www.goodreads.com/book/show/5015.Saturday,Saturday,Ian McEwan," 3.62 avg rating — 65,567 ratings"
200,https://www.goodreads.com/book/show/14743.The_God_Delusion,The God Delusion,Richard Dawkins," 3.89 avg rating — 237,426 ratings"
201,https://www.goodreads.com/book/show/5167.Cane_River,Cane River,Lalita Tademy," 4.06 avg rating — 46,397 ratings"
202,https://www.goodreads.com/book/show/6442769-paper-towns,Paper Towns,John Green," 3.79 avg rating — 953,983 ratings"
203,https://www.goodreads.com/book/show/357664.Because_of_Winn_Dixie,Because of Winn-Dixie,Kate DiCamillo," 4.05 avg rating — 211,542 ratings"
204,https://www.goodreads.com/book/show/3679.On_Beauty,On Beauty,Zadie Smith," 3.73 avg rating — 71,661 ratings"
205,https://www.goodreads.com/book/show/60510.Poison_Study,"Poison Study (Study, #1)",Maria V. Snyder," 4.10 avg rating — 148,507 ratings"
206,https://www.goodreads.com/book/show/191113.Don_t_Let_the_Pigeon_Drive_the_Bus_,Don't Let the Pigeon Drive the Bus!,Mo Willems," 4.30 avg rating — 82,644 ratings"
207,https://www.goodreads.com/book/show/18116.His_Dark_Materials,His Dark Materials (His Dark Materials #1-3),Philip Pullman," 4.25 avg rating — 147,372 ratings"
208,https://www.goodreads.com/book/show/676924.Betrayed,"Betrayed (House of Night, #2)",P.C. Cast," 3.92 avg rating — 244,968 ratings"
209,https://www.goodreads.com/book/show/65112.The_End,"The End (A Series of Unfortunate Events, #13)",Lemony Snicket," 4.01 avg rating — 90,741 ratings"
210,https://www.goodreads.com/book/show/10235.Mountains_Beyond_Mountains,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World",Tracy Kidder," 4.17 avg rating — 75,643 ratings"
211,https://www.goodreads.com/book/show/79885.The_Lincoln_Lawyer,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #15)",Michael Connelly," 4.17 avg rating — 196,982 ratings"
212,https://www.goodreads.com/book/show/63032.2666,2666,Roberto Bolaño," 4.17 avg rating — 32,878 ratings"
213,https://www.goodreads.com/book/show/6801755-flow-down-like-silver,Flow Down Like Silver: Hypatia of Alexandria,Ki Longfellow," 3.94 avg rating — 3,926 ratings"
214,https://www.goodreads.com/book/show/17803.After_Dark,After Dark,Haruki Murakami," 3.71 avg rating — 113,853 ratings"
215,https://www.goodreads.com/book/show/1326258.Chosen,"Chosen (House of Night, #3)",P.C. Cast," 3.91 avg rating — 225,193 ratings"
216,https://www.goodreads.com/book/show/2199.Team_of_Rivals,Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin," 4.26 avg rating — 158,435 ratings"
217,https://www.goodreads.com/book/show/227593.Three_Junes,Three Junes,Julia Glass," 3.56 avg rating — 42,175 ratings"
218,https://www.goodreads.com/book/show/1278752.The_House_at_Riverton,The House at Riverton,Kate Morton," 3.94 avg rating — 105,038 ratings"
219,https://www.goodreads.com/book/show/6080337-the-year-of-the-flood,"The Year of the Flood (MaddAddam, #2)",Margaret Atwood," 4.04 avg rating — 109,684 ratings"
220,https://www.goodreads.com/book/show/140077.Dead_to_the_World,"Dead to the World (Sookie Stackhouse, #4)",Charlaine Harris," 4.11 avg rating — 249,404 ratings"
221,https://www.goodreads.com/book/show/14748.Good_in_Bed,"Good in Bed (Cannie Shapiro, #1)",Jennifer Weiner," 3.73 avg rating — 282,933 ratings"
222,https://www.goodreads.com/book/show/68494.Perdido_Street_Station,"Perdido Street Station (New Crobuzon, #1)",China Miéville," 3.95 avg rating — 63,449 ratings"
223,https://www.goodreads.com/book/show/64222.Going_Postal,"Going Postal (Discworld, #33; Moist von Lipwig, #1)",Terry Pratchett," 4.36 avg rating — 107,041 ratings"
224,https://www.goodreads.com/book/show/47989.Night_Watch,"Night Watch (Discworld, #29; City Watch, #6)",Terry Pratchett," 4.48 avg rating — 96,919 ratings"
225,https://www.goodreads.com/book/show/24765.Specials,"Specials (Uglies, #3)",Scott Westerfeld," 3.76 avg rating — 171,781 ratings"
226,https://www.goodreads.com/book/show/14995.Odd_Thomas,"Odd Thomas (Odd Thomas, #1)",Dean Koontz," 3.97 avg rating — 254,896 ratings"
227,https://www.goodreads.com/book/show/22232.Stargirl,"Stargirl (Stargirl, #1)",Jerry Spinelli," 3.76 avg rating — 302,227 ratings"
228,https://www.goodreads.com/book/show/81227.Infidel,Infidel,Ayaan Hirsi Ali," 4.17 avg rating — 82,143 ratings"
229,https://www.goodreads.com/book/show/11918.Bitten,"Bitten (Otherworld, #1)",Kelley Armstrong," 4.02 avg rating — 93,678 ratings"
230,https://www.goodreads.com/book/show/153008.Kushiel_s_Dart,"Kushiel's Dart (Phèdre's Trilogy, #1)",Jacqueline Carey," 3.99 avg rating — 75,036 ratings"
231,https://www.goodreads.com/book/show/63033.The_Savage_Detectives,The Savage Detectives,Roberto Bolaño," 4.13 avg rating — 33,364 ratings"
232,https://www.goodreads.com/book/show/2866718-untamed,"Untamed (House of Night, #4)",P.C. Cast," 3.94 avg rating — 218,161 ratings"
233,https://www.goodreads.com/book/show/270730.Crank,"Crank (Crank, #1)",Ellen Hopkins," 4.15 avg rating — 127,727 ratings"
234,https://www.goodreads.com/book/show/7938275-the-hunger-games-trilogy-boxset,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",Suzanne Collins," 4.48 avg rating — 190,800 ratings"
235,https://www.goodreads.com/book/show/14316.Black_Swan_Green,Black Swan Green,David Mitchell," 3.96 avg rating — 37,530 ratings"
236,https://www.goodreads.com/book/show/19057.I_Am_the_Messenger,I Am the Messenger,Markus Zusak," 4.04 avg rating — 141,880 ratings"
237,https://www.goodreads.com/book/show/452306.The_Sisterhood_of_the_Traveling_Pants,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares," 3.80 avg rating — 633,993 ratings"
238,https://www.goodreads.com/book/show/65119.The_Miserable_Mill,"The Miserable Mill (A Series of Unfortunate Events, #4)",Lemony Snicket," 3.85 avg rating — 144,147 ratings"
239,https://www.goodreads.com/book/show/1158967.Garden_Spells,"Garden Spells (Waverley Family, #1)",Sarah Addison Allen," 4.04 avg rating — 89,825 ratings"
240,https://www.goodreads.com/book/show/3367956-hotel-on-the-corner-of-bitter-and-sweet,Hotel on the Corner of Bitter and Sweet,Jamie Ford," 4.01 avg rating — 267,273 ratings"
241,https://www.goodreads.com/book/show/17780.In_the_Heart_of_the_Sea,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick," 4.13 avg rating — 88,545 ratings"
242,https://www.goodreads.com/book/show/706.America_The_Book_,America (The Book): A Citizen's Guide to Democracy Inaction,Jon   Stewart," 4.01 avg rating — 91,301 ratings"
243,https://www.goodreads.com/book/show/37186.The_Miraculous_Journey_of_Edward_Tulane,The Miraculous Journey of Edward Tulane,Kate DiCamillo," 4.34 avg rating — 84,704 ratings"
244,https://www.goodreads.com/book/show/475.Collapse,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond," 3.92 avg rating — 63,316 ratings"
245,https://www.goodreads.com/book/show/4134071-hunted,"Hunted (House of Night, #5)",P.C. Cast," 3.92 avg rating — 167,061 ratings"
246,https://www.goodreads.com/book/show/37426.Little_Children,Little Children,Tom Perrotta," 3.63 avg rating — 29,779 ratings"
247,https://www.goodreads.com/book/show/5941033-let-the-great-world-spin,Let the Great World Spin,Colum McCann," 3.93 avg rating — 97,721 ratings"
248,https://www.goodreads.com/book/show/131123.The_Austere_Academy,"The Austere Academy (A Series of Unfortunate Events, #5)",Lemony Snicket," 3.98 avg rating — 136,515 ratings"
249,https://www.goodreads.com/book/show/251762.Bee_Season,Bee Season,Myla Goldberg," 3.57 avg rating — 24,306 ratings"
250,https://www.goodreads.com/book/show/5171.Drowning_Ruth,Drowning Ruth,Christina Schwarz," 3.74 avg rating — 79,891 ratings"
251,https://www.goodreads.com/book/show/6280118-one-day,One Day,David Nicholls," 3.80 avg rating — 291,359 ratings"
252,https://www.goodreads.com/book/show/5091.The_Dark_Tower,"The Dark Tower (The Dark Tower, #7)",Stephen King," 4.24 avg rating — 151,094 ratings"
253,https://www.goodreads.com/book/show/1044355.When_You_Are_Engulfed_in_Flames,When You Are Engulfed in Flames,David Sedaris," 4.06 avg rating — 188,434 ratings"
254,https://www.goodreads.com/book/show/172327.The_Ersatz_Elevator,"The Ersatz Elevator (A Series of Unfortunate Events, #6)",Lemony Snicket," 4.03 avg rating — 124,014 ratings"
255,https://www.goodreads.com/book/show/3110.Assassination_Vacation,Assassination Vacation,Sarah Vowell," 3.93 avg rating — 43,871 ratings"
256,https://www.goodreads.com/book/show/976.Deception_Point,Deception Point,Dan Brown," 3.72 avg rating — 601,855 ratings"
257,https://www.goodreads.com/book/show/13376.The_House_of_the_Scorpion,"The House of the Scorpion (Matteo Alacran, #1)",Nancy Farmer," 4.07 avg rating — 82,585 ratings"
258,https://www.goodreads.com/book/show/2832909-an-echo-in-the-bone,"An Echo in the Bone (Outlander, #7)",Diana Gabaldon," 4.43 avg rating — 121,351 ratings"
259,https://www.goodreads.com/book/show/104734.The_Vagina_Monologues,The Vagina Monologues,Eve Ensler," 3.88 avg rating — 29,573 ratings"
260,https://www.goodreads.com/book/show/24.In_a_Sunburned_Country,In a Sunburned Country,Bill Bryson," 4.07 avg rating — 92,647 ratings"
261,https://www.goodreads.com/book/show/4374400-if-i-stay,"If I Stay (If I Stay, #1)",Gayle Forman," 3.94 avg rating — 726,470 ratings"
262,https://www.goodreads.com/book/show/1609451.Change_of_Heart,Change of Heart,Jodi Picoult," 3.92 avg rating — 106,611 ratings"
263,https://www.goodreads.com/book/show/51737.The_Truth_About_Forever,The Truth About Forever,Sarah Dessen," 4.12 avg rating — 211,394 ratings"
264,https://www.goodreads.com/book/show/44652.Fablehaven,"Fablehaven (Fablehaven, #1)",Brandon Mull," 4.09 avg rating — 138,778 ratings"
265,https://www.goodreads.com/book/show/5632446-columbine,Columbine,Dave Cullen," 4.28 avg rating — 72,962 ratings"
266,https://www.goodreads.com/book/show/10913.Keeping_Faith,Keeping Faith,Jodi Picoult," 3.80 avg rating — 78,401 ratings"
266,https://www.goodreads.com/book/show/6202342-her-fearful-symmetry,Her Fearful Symmetry,Audrey Niffenegger," 3.26 avg rating — 91,307 ratings"
268,https://www.goodreads.com/book/show/1301.Moneyball,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis," 4.25 avg rating — 104,616 ratings"
269,https://www.goodreads.com/book/show/6218281-the-sweetness-at-the-bottom-of-the-pie,"The Sweetness at the Bottom of the Pie (Flavia de Luce, #1)",Alan Bradley," 3.81 avg rating — 149,104 ratings"
270,https://www.goodreads.com/book/show/14241.The_Liars_Club,The Liars' Club,Mary Karr," 3.93 avg rating — 59,874 ratings"
271,https://www.goodreads.com/book/show/2807199-american-wife,American Wife,Curtis Sittenfeld," 3.75 avg rating — 51,966 ratings"
272,https://www.goodreads.com/book/show/85990.Princess_Academy,"Princess Academy (Princess Academy, #1)",Shannon Hale,"really liked it
 4.00 avg rating — 109,346 ratings"
273,https://www.goodreads.com/book/show/25179.Blankets,Blankets,Craig Thompson," 4.04 avg rating — 97,892 ratings"
274,https://www.goodreads.com/book/show/33724.Can_You_Keep_a_Secret_,Can You Keep a Secret?,Sophie Kinsella," 3.84 avg rating — 385,073 ratings"
275,https://www.goodreads.com/book/show/3975774-evermore,"Evermore (The Immortals, #1)",Alyson Noel," 3.59 avg rating — 268,382 ratings"
276,https://www.goodreads.com/book/show/42900.Lover_Awakened,"Lover Awakened (Black Dagger Brotherhood, #3)",J.R. Ward," 4.44 avg rating — 163,474 ratings"
277,https://www.goodreads.com/book/show/42156.Something_Borrowed,"Something Borrowed (Darcy & Rachel, #1)",Emily Giffin," 3.85 avg rating — 515,306 ratings"
278,https://www.goodreads.com/book/show/41899.Fantastic_Beasts_and_Where_to_Find_Them,Fantastic Beasts and Where to Find Them,Newt Scamander," 3.97 avg rating — 343,792 ratings"
279,https://www.goodreads.com/book/show/176839.One_True_Thing,One True Thing,Anna Quindlen," 4.03 avg rating — 37,270 ratings"
280,https://www.goodreads.com/book/show/213753.Life_As_We_Knew_It,"Life As We Knew It (Last Survivors, #1)",Susan Beth Pfeffer," 3.88 avg rating — 117,565 ratings"
280,https://www.goodreads.com/book/show/150037.The_Vile_Village,"The Vile Village (A Series of Unfortunate Events, #7)",Lemony Snicket," 3.95 avg rating — 121,076 ratings"
282,https://www.goodreads.com/book/show/18402.The_Dante_Club,The Dante Club (The Dante Club #1),Matthew Pearl," 3.39 avg rating — 37,261 ratings"
283,https://www.goodreads.com/book/show/943402.Let_the_Right_One_In,Let the Right One In,John Ajvide Lindqvist," 4.03 avg rating — 93,882 ratings"
284,https://www.goodreads.com/book/show/13152.The_Angel_Experiment,"The Angel Experiment (Maximum Ride, #1)",James Patterson," 4.07 avg rating — 209,162 ratings"
285,https://www.goodreads.com/book/show/2800905-the-summoning,"The Summoning (Darkest Powers, #1)",Kelley Armstrong," 4.01 avg rating — 159,282 ratings"
286,https://www.goodreads.com/book/show/29588376-the-lies-of-locke-lamora,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch," 4.26 avg rating — 232,679 ratings"
287,https://www.goodreads.com/book/show/305234.Wicked_Lovely,"Wicked Lovely (Wicked Lovely, #1)",Melissa Marr," 3.69 avg rating — 158,758 ratings"
288,https://www.goodreads.com/book/show/359410.Elsewhere,Elsewhere,Gabrielle Zevin," 3.90 avg rating — 51,726 ratings"
289,https://www.goodreads.com/book/show/324277.The_Carnivorous_Carnival,"The Carnivorous Carnival (A Series of Unfortunate Events, #9)",Lemony Snicket," 3.98 avg rating — 110,833 ratings"
290,https://www.goodreads.com/book/show/72223.The_Worst_Hard_Time,The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl,Timothy Egan," 4.03 avg rating — 47,189 ratings"
291,https://www.goodreads.com/book/show/920607.The_Arrival,The Arrival,Shaun Tan," 4.33 avg rating — 48,130 ratings"
292,https://www.goodreads.com/book/show/110494.Living_Dead_in_Dallas,"Living Dead in Dallas (Sookie Stackhouse, #2)",Charlaine Harris," 3.96 avg rating — 240,205 ratings"
293,https://www.goodreads.com/book/show/2767793-the-hero-of-ages,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson," 4.48 avg rating — 276,211 ratings"
294,https://www.goodreads.com/book/show/3257136-dewey,Dewey: The Small-Town Library Cat Who Touched the World,Vicki Myron," 3.84 avg rating — 54,706 ratings"
295,https://www.goodreads.com/book/show/97782.Then_We_Came_to_the_End,Then We Came to the End,Joshua Ferris," 3.45 avg rating — 33,179 ratings"
296,https://www.goodreads.com/book/show/86663.Ten_Big_Ones,"Ten Big Ones (Stephanie Plum, #10)",Janet Evanovich," 4.14 avg rating — 92,600 ratings"
297,https://www.goodreads.com/book/show/21686.Shutter_Island,Shutter Island,Dennis Lehane," 4.08 avg rating — 168,913 ratings"
298,https://www.goodreads.com/book/show/6400090-the-last-song,The Last Song,Nicholas Sparks," 4.15 avg rating — 510,421 ratings"
299,https://www.goodreads.com/book/show/15860.State_of_Fear,State of Fear,Michael Crichton," 3.71 avg rating — 82,509 ratings"
